epoch,loss,val_loss
0,0.00014625896289870903,0.00032876285898440457
0,2.6387187348309226e-05,0.00069485033816670547
1,2.7795267472625446e-05,0.00062356088427157632
2,2.5233991796116114e-05,0.00029683809659652506
3,2.4486465807152706e-05,0.00057619598223240462
4,2.6792053006503087e-05,0.00042128177937319469
5,2.4391976875127147e-05,0.00032737931791301773
6,2.4252243688957526e-05,0.00042002481816919636
7,2.3727597955272179e-05,0.00099315788431160218
8,2.6486106354091329e-05,0.00045521819560530568
9,2.5508800867815401e-05,0.00039299598057032772
10,2.4378051421081182e-05,0.00029670043780546013
11,2.35670396480438e-05,0.0013173674888749447
12,2.6081091632179492e-05,0.00037976882490224563
13,2.5995944471304904e-05,0.00041298367009526499
14,2.5092126244186234e-05,0.0035010790735533512
15,2.5313050035727853e-05,0.0012279670766286283
16,2.4730280348516681e-05,0.0004418187569942208
17,2.3352286581988825e-05,0.00069442595489457382
18,2.5898919340420691e-05,0.00054990264916423344
19,2.594239672813832e-05,0.00030803755635953076
20,2.3559647495809098e-05,0.0010515036696446473
21,2.8299601618193314e-05,0.00086989895957689898
22,2.3382058367527324e-05,0.0015414919581490795
23,2.499561500244495e-05,0.0010550545320346918
24,2.5184491099582134e-05,0.00069817742100772068
25,2.655401299892529e-05,0.00035398988840317034
26,2.4549806644871285e-05,0.00085628918922183242
27,2.2882917639957089e-05,0.00030982374579531378
28,2.3290476562433222e-05,0.00037681903009174965
29,2.5217859577384944e-05,0.0003455125475443925
30,2.411178395304805e-05,0.00044205365715619711
31,2.3931664063371998e-05,0.0003231529116018063
32,2.2520805219226174e-05,0.00029586264661718832
33,2.6801288750691577e-05,0.00046046845549885349
34,2.5296789869774763e-05,0.00030760508497559722
35,2.3336230001189489e-05,0.00076126327569311198
36,2.5565968444548561e-05,0.0004775248511381309
37,2.535574388195495e-05,0.0010370656371804642
38,2.6123500329234193e-05,0.0011408559992166891
39,2.4531702429137499e-05,0.00058484242408093782
40,2.6209927760958738e-05,0.00048805863657066395
41,2.6202019232328672e-05,0.00035454143180031024
42,2.4202835550446997e-05,0.0003186605134213276
43,2.40411065767454e-05,0.00030461839376765237
44,2.5655452901481452e-05,0.00033706261846263105
45,2.1872038432898479e-05,0.00066735159772498588
46,2.6764797462265687e-05,0.00029977360873499902
47,2.4376194473105308e-05,0.00033257461246968297
48,2.5462285728272918e-05,0.00029996422902489004
49,2.4669760320933865e-05,0.0003413616302766657
50,2.4140279028726569e-05,0.00034129919874209698
51,2.1852504063435618e-05,0.00045410053909919853
52,2.4596461213236405e-05,0.001428919255960028
53,2.4632603064764519e-05,0.00041751117565614585
54,2.1822896769149945e-05,0.00054672290643138039
55,2.4479935598239338e-05,0.00075485120943814582
56,2.6587428478921555e-05,0.00072913958747695029
57,2.412702169195217e-05,0.0003099890622383231
58,2.5372390877766878e-05,0.00063235300455687083
59,2.5434235527924354e-05,0.00029581541752417544
60,2.587075932936532e-05,0.00034170078858575861
61,2.4368481795844473e-05,0.0017931731113627015
62,2.8464267496052449e-05,0.00042539006536317829
63,2.4316359038403496e-05,0.00098796312168643275
64,2.604952274875439e-05,0.0013834144338034093
65,2.5114036322621005e-05,0.00049674323000127097
66,2.5241301964486423e-05,0.00064908496383682466
67,2.2126750504877498e-05,0.00031969039238148226
68,2.4393076304350003e-05,0.00031587441000803729
69,2.4790789783463124e-05,0.00029951921597121573
70,2.4778279372805369e-05,0.00082279392662311292
71,2.4864181658593649e-05,0.00036726322795001178
72,2.512969132455487e-05,0.0003082125613792078
73,2.3117700165998807e-05,0.00098540127261118071
74,2.5448118254196651e-05,0.00032175905291116397
75,2.2779582736628188e-05,0.0006428207323895893
76,2.4403290923520066e-05,0.0005646718586380761
77,2.3592823844395932e-05,0.00045569340317842534
78,2.4413886423878772e-05,0.00047915407488183411
79,2.3840306392263407e-05,0.00031640186983798859
80,2.36284169359741e-05,0.00039198927494523176
81,2.4695904784972262e-05,0.000318559792258138
82,2.7232874240213137e-05,0.00032841325161358771
83,2.5467417670177211e-05,0.00032623991002994672
84,2.3039419439652279e-05,0.00042463639050487192
85,2.6702124486215762e-05,0.00075580826268304845
86,2.4507332362572801e-05,0.00030388128493746288
87,2.624610028483639e-05,0.00036366394429146692
88,2.5083615299011625e-05,0.00035102855444829156
89,2.3867419660118007e-05,0.00033517916753234212
90,2.2236509727197403e-05,0.00030551781064541255
91,2.3102737931106564e-05,0.00033581358775746094
92,2.7621073806285884e-05,0.00066423274302406258
93,2.4719876470274195e-05,0.00030614735669997072
94,2.2757774753593019e-05,0.00045426819643408462
95,2.2778958761671706e-05,0.00037191479691295874
96,2.6271206553487089e-05,0.00083126898800958422
97,2.6586801693359555e-05,0.0026866575191216964
98,2.9466332705268465e-05,0.00031387307889589638
99,2.8768439491281526e-05,0.00031693518509315371
0,0.0002082386935696699,0.0015747998282522164
1,7.1827273205342398e-05,0.0025688492193935031
2,6.1781538713430036e-05,0.00048151279845579857
3,4.8609286538354487e-05,0.00039419803300255393
4,4.4719172095970744e-05,0.00048149229846153444
5,4.076999817543398e-05,0.0009641790717648083
6,4.4147667808074772e-05,0.0016485950705958656
7,4.1304727155181964e-05,0.00077555725568145383
8,4.1489259192816375e-05,0.00032939567654670295
9,3.5444136232187533e-05,0.002155725484778645
10,3.9490255132290006e-05,0.00032823042599656598
11,3.7303860669694197e-05,0.0010748889289155285
12,3.7988200838625512e-05,0.00036002006889435757
13,3.800600174014564e-05,0.00040608809042837879
14,3.5458496309289055e-05,0.0010433571881430866
15,4.1537658442785408e-05,0.00051481565309170589
16,4.0149066778045514e-05,0.0019082190445937517
17,3.444839202705066e-05,0.00066804914752746029
18,3.6793522133444687e-05,0.0013432784471660852
19,5.2210658246915833e-05,0.00035275463704588809
20,3.7653550960042882e-05,0.0011266267508938659
21,3.9044939781855764e-05,0.00055753597354092491
22,4.1681541885161745e-05,0.00050368973565853787
23,3.6545351532070207e-05,0.00035331927778511495
24,3.9694707993476186e-05,0.00044724433288717384
25,3.6696477138010955e-05,0.0006773620201775913
26,3.7610909286675679e-05,0.00058727442705064109
27,4.1124767045452072e-05,0.00074588817780766421
28,3.7720916312912372e-05,0.00033831066055084485
29,4.0020698440453557e-05,0.00097428112042307724
30,4.0371399132513719e-05,0.00036843556574949859
31,3.9509719560796449e-05,0.00056750009490506967
32,3.732990308184722e-05,0.00079672448769067686
33,4.0603683402323566e-05,0.00065285130482242183
34,4.7026889972630056e-05,0.00035438045701810739
35,3.6718471939837345e-05,0.00046617329843533369
36,3.8429387617390863e-05,0.00052867456056875063
37,4.0018799525634448e-05,0.00078059222879130479
38,4.6654795777094926e-05,0.00061914327572937223
39,4.0638379026443179e-05,0.0016488624797223528
40,3.4309235887309366e-05,0.001137212450269426
41,3.6160649250073814e-05,0.00040024307670255479
42,3.5892585356734934e-05,0.00084126584394730527
43,4.2373341189242165e-05,0.0017255707427278797
44,3.9760492838280445e-05,0.0044340091483926428
45,3.9248783828104264e-05,0.0004315306879543478
46,3.6542537265892857e-05,0.001219777962518647
47,4.1629912886957038e-05,0.00064999749296712332
48,3.4823327712427421e-05,0.00033473995645507554
49,3.6171834886821498e-05,0.00041969431244591752
50,3.5816633156462912e-05,0.002726239590245746
51,4.2580064750775578e-05,0.00033782113474248722
52,3.7126768871742739e-05,0.0009655930710572232
53,3.2556981876963122e-05,0.00033369928710251387
54,3.66327981058351e-05,0.0011336637102015267
55,3.8248522493138264e-05,0.00041024262134367893
56,3.7671184043476733e-05,0.00067992457995220447
57,4.3087119654287173e-05,0.0020485335283373972
58,3.8971703858883487e-05,0.00041627831367625447
59,3.5158236034329605e-05,0.00062654153592654846
60,3.5127119386058112e-05,0.00034086249282321528
61,3.7029747109208409e-05,0.0024966136881279773
62,4.367720329775587e-05,0.00094833734903104533
63,3.9523587701186376e-05,0.00033154327201426252
64,3.8305114143065517e-05,0.0015224033649259084
65,3.8373174262200454e-05,0.0016816739651224172
66,3.6547045423128516e-05,0.0013775326042214718
67,3.5898513881634634e-05,0.00041929394782091713
68,3.8789195614177035e-05,0.00033887321475424467
69,4.0268612711146401e-05,0.00076662726369331434
70,3.8149976231914219e-05,0.00047530017695556739
71,3.7053840990139655e-05,0.0014887937713172204
72,3.9434174312501278e-05,0.00057456544617393512
73,3.0714930346930731e-05,0.0011303923071900824
74,3.3297790997645208e-05,0.00034714181708903345
75,3.8433643767103552e-05,0.0024365246856601851
76,3.547934325335045e-05,0.0053121640207037133
77,4.0948004739485878e-05,0.00076407796169230256
78,3.7246118810774616e-05,0.0014056708076927026
79,4.028098437996584e-05,0.0013370767604839475
80,3.9265714620529504e-05,0.0020712119294330478
81,4.3562112332764395e-05,0.00068418393663293581
82,4.2722373117584181e-05,0.00070474611596186589
83,4.4113983321827138e-05,0.003555628614115942
84,4.008924660341806e-05,0.00051452082319753116
85,3.7617380914501238e-05,0.0021593706356570325
86,4.2954968544700228e-05,0.0015481393212648819
87,3.6533245876176445e-05,0.00045961912831285294
88,4.0812765999386928e-05,0.0012890275274382512
